,Year,Country,Performer,Song,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
945,2004,Serbia & Montenegro,b'\xc5\xbdeljko Joksimovi\xc4\x87',b'Lane Moje',2,263,1,263,,
946,2004,Slovenia,b'Platin',b'Stay Forever',,,21,5,,
947,2004,Spain,b'Ram\xc3\xb3n',b'Para Llenarme De Ti',10,87,,,,
948,2004,Sweden,b'Lena Philipsson',b'It Hurts',5,170,,,,
949,2004,Switzerland,b'Piero Esteriore & the MusicStars',b'Celebrate',,,22,0,,
950,2004,Turkey,b'Athena',b'For Real',4,195,,,,
951,2004,Ukraine,b'Ruslana',b'Wild Dances',1,280,2,256,,
952,2004,United Kingdom,b'James Fox',b'Hold On To Our Love',16,29,,,,
953,2005,Albania,b'Ledina Celo',b'Tomorrow I Go',16,53,,,,
954,2005,Andorra,b'Marian van de Wal',b'La Mirada Interior',,,23,27,,
955,2005,Austria,b'Global.Kryner',b'Y As\xc3\xad',,,21,30,,
956,2005,Belarus,b'Angelica Agurbash',b'Love Me Tonight',,,13,67,,
957,2005,Belgium,b'Nuno Resende',b'Le Grand Soir',,,22,29,,
958,2005,Bosnia & Herzegovina,b'Feminnem',b'Call Me',14,79,,,,
959,2005,Bulgaria,b'Kaffe',b'Lorraine',,,19,49,,
960,2005,Croatia,b'Boris Novkovic feat. Lado members',b'Vukovi Umiru Sami',11,115,4,169,,
961,2005,Cyprus,b'Constantinos Christoforou',b'Ela Ela',18,46,,,,
962,2005,Denmark,b'Jakob Sveistrup',b'Talking To You',9,125,3,185,,
963,2005,Estonia,b'Suntribe',"b""Let's Get Loud""",,,20,31,,
964,2005,Finland,b'Geir R\xc3\xb6nning',b'Why',,,18,50,,
965,2005,France,b'Ortal',b'Chacun Pense \xc3\xa0 Soi',23,11,,,,
966,2005,Germany,b'Gracia',b'Run & Hide',24,4,,,,
967,2005,Greece,b'Helena Paparizou',b'My Number One',1,230,,,,
968,2005,Hungary,b'NOX',b'Forogj Vil\xc3\xa1g',12,97,5,167,,
969,2005,Iceland,b'Selma',b'If I Had Your Love',,,16,52,,
970,2005,Ireland,b'Donna and Joseph McCaul',b'Love?',,,14,53,,
971,2005,Israel,b'Shiri Maymon',"b""Hasheket Shenish'ar""",4,154,7,158,,
972,2005,Latvia,b'Walter & Kazha',b'The War Is Not Over',5,153,10,85,,
973,2005,Lithuania,b'Laura and the Lovers',b'Little By Little',,,25,17,,
974,2005,Malta,b'Chiara',b'Angel',2,192,,,,
975,2005,Moldova,b'Zdob si Zdub',b'Boonika Bate Toba',6,148,2,207,,
976,2005,Monaco,b'Lise Darly',b'Tout De Moi',,,24,22,,
977,2005,Netherlands,b'Glennis Grace',b'My Impossible Dream',,,14,53,,
978,2005,North Macedonia,b'Martin Vucic',b'Make My Day',17,52,9,97,,
979,2005,Norway,b'Wig Wam',b'In My Dreams',9,125,6,164,,
980,2005,Poland,b'Ivan & Delfin',b'Czarna Dziewczyna',,,11,81,,
981,2005,Portugal,b'2B',b'Amar',,,17,51,,
982,2005,Romania,b'Luminita Anghel & Sistem',b'Let Me Try',3,158,1,235,,
983,2005,Russia,b'Natalia Podolskaya',b'Nobody Hurt No One',15,57,,,,
984,2005,Serbia & Montenegro,b'No Name',b'Zauvijek Moja',7,137,,,,
985,2005,Slovenia,b'Omar Naber',b'Stop',,,12,69,,
986,2005,Spain,b'Son de sol',b'Brujer\xc3\xada',21,28,,,,
987,2005,Sweden,b'Martin Stenmarck',b'Las Vegas',19,30,,,,
988,2005,Switzerland,b'Vanilla Ninja',b'Cool Vibes',8,128,8,114,,
989,2005,Turkey,b'G\xc3\xbclseren',b'Rimi Rimi Ley',13,92,,,,
990,2005,Ukraine,b'Greenjolly',b'Razom Nas Bahato',19,30,,,,
991,2005,United Kingdom,b'Javine',b'Touch My Fire',22,18,,,,
992,2006,Albania,b'Luiz Ejlli',b'Zjarr E Ftoht\xc3\xab',,,14,58,,
993,2006,Andorra,b'Jennifer',b'Sense Tu',,,23,8,,
994,2006,Armenia,b'Andr\xc3\xa9',b'Without Your Love',8,129,6,150,,
995,2006,Belarus,b'Polina Smolova',b'Mum',,,22,10,,
996,2006,Belgium,b'Kate Ryan',"b""Je T'adore""",,,12,69,,
997,2006,Bosnia & Herzegovina,b'Hari Mata Hari',b'Lejla',3,229,2,267,,
998,2006,Bulgaria,b'Mariana Popova',b'Let Me Cry',,,17,36,,
999,2006,Croatia,b'Severina',b'Moja Stikla',12,56,,,,
1000,2006,Cyprus,b'Annet Artani',b'Why Angels Cry',,,15,57,,
1001,2006,Denmark,b'Sidsel Ben Semmane',b'Twist Of Love',18,26,,,,
1002,2006,Estonia,b'Sandra',b'Through My Window',,,18,28,,
1003,2006,Finland,b'Lordi',b'Hard Rock Hallelujah',1,292,1,292,,
1004,2006,France,b'Virginie Pouchin',b'Il \xc3\xa9tait Temps',22,5,,,,
1005,2006,Germany,b'Texas Lightning',"b'No, No, Never'",14,36,,,,
1006,2006,Greece,b'Anna Vissi',b'Everything',9,128,,,,
1007,2006,Iceland,b'Silvia Night',b'Congratulations',,,13,62,,
1008,2006,Ireland,b'Brian Kennedy',b'Every Song Is A Cry For Love',10,93,9,79,,
1009,2006,Israel,b'Eddie Butler',b'Ze Hazman',23,4,,,,
1010,2006,Latvia,b'Cosmos',b'I Hear Your Heart',16,30,,,,
1011,2006,Lithuania,b'LT United',b'We Are The Winners',6,162,5,163,,
1012,2006,Malta,b'Fabrizio Faniello',b'I Do',24,1,,,,
1013,2006,Moldova,b'Arsenium & Natalia Gordienko',b'Loca',20,22,,,,
1014,2006,Monaco,b'S\xc3\xa9verine Ferrer',b'La Coco-dance',,,21,14,,
1015,2006,Netherlands,b'Treble',b'Amambanda',,,20,22,,
1016,2006,North Macedonia,b'Elena Risteska',b'Ninanajna',12,56,10,76,,
1017,2006,Norway,b'Christine Guldbrandsen',b'Alvedansen',14,36,,,,
1018,2006,Poland,b'Ich Troje',b'Follow My Heart',,,11,70,,
1019,2006,Portugal,b'Nonstop',b'Coisas De Nada',,,19,26,,
1020,2006,Romania,b'Mihai Traistariu',b'Tornero',4,172,,,,
1021,2006,Russia,b'Dima Bilan',b'Never Let You Go',2,248,3,217,,
1022,2006,Slovenia,b'An\xc5\xbeej De\xc5\xbean',b'Mr. Nobody',,,16,49,,
1023,2006,Spain,b'Las Ketchup',b'Bloody Mary',21,18,,,,
1024,2006,Sweden,b'Carola',b'Invincible',5,170,4,214,,
1025,2006,Switzerland,b'Six4One',b'If We All Give A Little',16,30,,,,
1026,2006,Turkey,b'Sibel T\xc3\xbcz\xc3\xbcn',b'Superstar',11,91,8,91,,
1027,2006,Ukraine,b'Tina Karol',b'Show Me Your Love',7,145,7,146,,
1028,2006,United Kingdom,b'Daz Sampson',b'Teenage Life',19,25,,,,
1029,2007,Albania,b'Aida & Frederik Ndoci',b'Hear My Plea',,,17,49,,
1030,2007,Andorra,b'Anonymous',b'Salvem El M\xc3\xb3n',,,12,80,,
1031,2007,Armenia,b'Hayko',b'Anytime You Need',8,138,,,,
1032,2007,Austria,b'Eric Papilaya',b'Get A Life - Get Alive',,,27,4,,
1033,2007,Belarus,b'Dmitry Koldun',b'Work Your Magic',6,145,4,176,,
1034,2007,Belgium,"b""The KMG's""",b'Love Power',,,26,14,,
1035,2007,Bosnia & Herzegovina,b'Marija Sestic',b'Rijeka Bez Imena',11,106,,,,
1036,2007,Bulgaria,b'Elitsa Todorova & Stoyan Yankulov',b'Water',5,157,6,146,,
1037,2007,Croatia,b'Dragonfly feat. Dado Topic',b'Vjerujem U Ljubav',,,16,54,,
1038,2007,Cyprus,b'Evridiki',"b'Comme Ci, Comme \xc3\xa7a'",,,15,65,,
1039,2007,Czech Republic,b'Kab\xc3\xa1t',b'Mal\xc3\xa1 D\xc3\xa1ma',,,28,1,,
1040,2007,Denmark,b'DQ',b'Drama Queen',,,19,45,,
1041,2007,Estonia,b'Gerli Padar',b'Partners In Crime',,,22,33,,
1042,2007,Finland,b'Hanna Pakarinen',b'Leave Me Alone',17,53,,,,
1043,2007,France,b'Les Fatals Picards',"b""L'amour \xc3\xa0 La Fran\xc3\xa7aise""",22,19,,,,
1044,2007,Georgia,b'Sopho',b'My Story',12,97,8,123,,
1045,2007,Germany,b'Roger Cicero',b'Frauen Regieren Die Welt',19,49,,,,
1046,2007,Greece,b'Sarbel',b'Yassou Maria',7,139,,,,
1047,2007,Hungary,b'Magdi R\xc3\xbazsa',b'Unsubstantial Blues',9,128,2,224,,
1048,2007,Iceland,b'Eir\xc3\xadkur Hauksson',b'Valentine Lost',,,13,77,,
1049,2007,Ireland,b'Dervish',"b""They Can't Stop The Spring""",24,5,,,,
1050,2007,Israel,b'Teapacks',b'Push The Button',,,24,17,,
1051,2007,Latvia,b'Bonaparti.lv',b'Questa Notte',16,54,5,168,,
1052,2007,Lithuania,b'4Fun',b'Love Or Leave',21,28,,,,
1053,2007,Malta,b'Olivia Lewis',b'Vertigo',,,25,15,,
1054,2007,Moldova,b'Natalia Barbu',b'Fight',10,109,10,91,,
1055,2007,Montenegro,b'Stevan Faddy',b'Ajde Kroci',,,22,33,,
1056,2007,Netherlands,b'Edsilia Rombley',b'On Top Of The World',,,21,38,,
1057,2007,North Macedonia,b'Karolina',b'Mojot Svet',14,73,9,97,,
1058,2007,Norway,b'Guri Schanke',b'Ven A Bailar Conmigo',,,18,48,,
1059,2007,Poland,b'The Jet Set',b'Time To Party',,,14,75,,
1060,2007,Portugal,b'Sabrina',b'Dan\xc3\xa7a Comigo (vem Ser Feliz)',,,11,88,,
1061,2007,Romania,b'Todomondo',"b'Liubi, Liubi, I Love You'",13,84,,,,
1062,2007,Russia,b'Serebro',b'Song # 1',3,207,,,,
1063,2007,Serbia,b'Marija \xc5\xa0erifovi\xc4\x87',b'Molitva',1,268,1,298,,
1064,2007,Slovenia,b'Alenka Gotar',b'Cvet Z Juga',15,66,7,140,,
1065,2007,Spain,b'NASH',b'I Love You Mi Vida',20,43,,,,
1066,2007,Sweden,b'The Ark',b'The Worrying Kind',18,51,,,,
1067,2007,Switzerland,b'DJ BoBo',b'Vampires Are Alive',,,20,40,,
1068,2007,Turkey,b'Kenan Dogulu',b'Shake It Up Shekerim',4,163,3,197,,
1069,2007,Ukraine,b'Verka Serduchka',b'Dancing Lasha Tumbai',2,235,,,,
1070,2007,United Kingdom,b'Scooch',b'Flying The Flag (for You)',22,19,,,,
1071,2008,Albania,b'Olta Boka',b'Zemr\xc3\xabn E Lam\xc3\xab Peng',17,55,,,9,67
1072,2008,Andorra,b'Gisela',b'Casanova',,,16,22,,
1073,2008,Armenia,b'Sirusho',"b'Qele, Qele'",4,199,2,139,,
1074,2008,Azerbaijan,b'Elnur & Samir',b'Day After Day',8,132,6,96,,
1075,2008,Belarus,b'Ruslan Alehno',b'Hasta La Vista',,,,,17,27
1076,2008,Belgium,b'Ishtar',b'O Julissi',,,17,16,,
1077,2008,Bosnia & Herzegovina,b'Laka',b'Poku\xc5\xa1aj',10,110,9,72,,
1078,2008,Bulgaria,b'Deep Zone & Balthazar',"b'DJ, Take Me Away'",,,,,12,56
1079,2008,Croatia,b'Kraljevi Ulice & 75 Cents',b'Romanca',21,44,,,4,112
1080,2008,Cyprus,b'Evdokia Kadi',b'Femme Fatale',,,,,15,36
1081,2008,Czech Republic,b'Tereza Kerndlov\xc3\xa1',b'Have Some Fun',,,,,18,9
1082,2008,Denmark,b'Simon Mathew',b'All Night Long',15,60,,,3,112
1083,2008,Estonia,b'Kreisiraadio',b'Leto Svet',,,18,8,,
1084,2008,Finland,b'Ter\xc3\xa4sbetoni',b'Miss\xc3\xa4 Miehet Ratsastaa',22,35,8,79,,
1085,2008,France,b'S\xc3\xa9bastien Tellier',b'Divine',19,47,,,,
1086,2008,Georgia,b'Diana Gurtskaya',b'Peace Will Come',11,83,,,5,107
1087,2008,Germany,b'No Angels',b'Disappear',23,14,,,,
1088,2008,Greece,b'Kalomira',b'Secret Combination',3,218,1,156,,
1089,2008,Hungary,b'Cs\xc3\xa9zy',b'Candlelight',,,,,19,6
1090,2008,Iceland,b'Euroband',b'This Is My Life',14,64,,,8,68
1091,2008,Ireland,b'Dustin the Turkey',b'Irelande Douze Pointe',,,15,22,,
1092,2008,Israel,b'Boaz',b'The Fire In Your Eyes',9,124,5,104,,
1093,2008,Latvia,b'Pirates Of The Sea',b'Wolves Of The Sea',12,83,,,6,86
1094,2008,Lithuania,b'Jeronimas Milius',b'Nomads In The Night',,,,,16,30
1095,2008,Malta,b'Morena',b'Vodka',,,,,14,38
1096,2008,Moldova,b'Geta Burlacu',b'A Century Of Love',,,12,36,,
1097,2008,Montenegro,b'Stefan Filipovi\xc4\x87',b'Zauvijek Volim Te',,,14,23,,
1098,2008,Netherlands,b'Hind',b'Your Heart Belongs To Me',,,13,27,,
1099,2008,North Macedonia,"b'Tamara, Vr\xc4\x8dak & Adrijan'",b'Let Me Love You',,,,,11,64
1100,2008,Norway,b'Maria',b'Hold On Be Strong',5,182,4,106,,
1101,2008,Poland,b'Isis Gee',b'For Life',24,14,10,42,,
1102,2008,Portugal,b'V\xc3\xa2nia Fernandes',b'Senhora Do Mar (Negras \xc3\x81guas)',13,69,,,2,120
1103,2008,Romania,b'Nico & Vlad',b'Pe-o Margine De Lume',20,45,7,94,,
1104,2008,Russia,b'Dima Bilan',b'Believe',1,272,3,135,,
1105,2008,San Marino,b'Miodio',b'Complice',,,19,5,,
1106,2008,Serbia,b'Jelena Toma\xc5\xa1evi\xc4\x87 feat. Bora Dugic',b'Oro',6,160,,,,
1107,2008,Slovenia,b'Rebeka Dremelj',b'Vrag Naj Vzame',,,11,36,,
1108,2008,Spain,b'Rodolfo Chikilicuatre',b'Baila El Chiki Chiki',16,55,,,,
1109,2008,Sweden,b'Charlotte Perrelli',b'Hero',18,47,,,10,54
1110,2008,Switzerland,b'Paolo Meneguzzi',b'Era Stupendo',,,,,13,47
1111,2008,Turkey,b'Mor ve \xc3\x96tesi',b'Deli',7,138,,,7,85
1112,2008,Ukraine,b'Ani Lorak',b'Shady Lady',2,230,,,1,152
1113,2008,United Kingdom,b'Andy Abraham',b'Even IF',25,14,,,,
1114,2009,Albania,b'Kejsi Tola',b'Carry Me In Your Dreams',17,48,,,7,73
1115,2009,Andorra,b'Susanne Georgi',b'La Teva Decisi\xc3\xb3 (Get A Life)',,,15,8,,
1116,2009,Armenia,b'Inga & Anush',b'Jan Jan',10,92,5,99,,
1117,2009,Azerbaijan,b'AySel & Arash',b'Always',3,207,,,2,180
1118,2009,Belarus,b'Petr Elfimov',b'Eyes That Never Lie',,,13,25,,
1119,2009,Belgium,b'Copycat',b'Copycat',,,17,1,,
1120,2009,Bosnia & Herzegovina,b'Regina',b'Bistra Voda',9,106,3,125,,
1121,2009,Bulgaria,b'Krassimir Avramov',b'Illusion',,,16,7,,
1122,2009,Croatia,b'Igor Cukrov feat. Andrea',b'Lijepa Tena',18,45,,,13,33
1123,2009,Cyprus,b'Christina Metaxa',b'Firefly',,,,,14,32
1124,2009,Czech Republic,b'Gipsy.cz',b'Aven Romale',,,18,0,,
1125,2009,Denmark,b'Brinck',b'Believe Again',13,74,,,8,69
1126,2009,Estonia,b'Urban Symphony',b'R\xc3\xa4ndajad',6,129,,,3,115
1127,2009,Finland,"b""Waldo's People""",b'Lose Control',25,22,12,42,,
1128,2009,France,b'Patricia Kaas',"b""Et S'il Fallait Le Faire""",8,107,,,,
1129,2009,Germany,b'Alex Swings Oscar Sings!',b'Miss Kiss Kiss Bang',20,35,,,,
1130,2009,Greece,b'Sakis Rouvas',b'This Is Our Night',7,120,,,4,110
1131,2009,Hungary,b'Zoli \xc3\x81dok',b'Dance With Me',,,,,15,16
1132,2009,Iceland,b'Yohanna',b'Is It True?',2,218,1,174,,
1133,2009,Ireland,b'Sin\xc3\xa9ad Mulvey & Black Daisy',b'Et Cetera',,,,,11,52
1134,2009,Israel,b'Noa & Mira Awad',b'There Must Be Another Way',16,53,7,75,,
1135,2009,Latvia,b'Intars Busulis',b'Probka',,,,,19,7
1136,2009,Lithuania,b'Sasha Son',b'Love',23,23,,,9,66
1137,2009,Malta,b'Chiara',b'What If We',22,31,6,86,,
1138,2009,Moldova,b'Nelly Ciobanu',b'Hora Din Moldova',14,69,,,5,106
1139,2009,Montenegro,b'Andrea Demirovic',b'Just Get Out of My Life',,,11,44,,
1140,2009,Netherlands,b'The Toppers',b'Shine',,,,,17,11
1141,2009,North Macedonia,b'Next Time',b'Neshto Shto Ke Ostane',,,10,45,,
1142,2009,Norway,b'Alexander Rybak',b'Fairytale',1,387,,,1,201
1143,2009,Poland,b'Lidia Kopania',"b""I Don't Wanna Leave""",,,,,12,43
1144,2009,Portugal,b'Flor-de-lis',b'Todas As Ruas Do Amor',15,57,8,70,,
1145,2009,Romania,b'Elena',b'The Balkan Girls',19,40,9,67,,
1146,2009,Russia,b'Anastasia Prikhodko',b'Mamo',11,91,,,,
1147,2009,Serbia,b'Marko Kon & Milaan',b'Cipela',,,,,10,60
1148,2009,Slovakia,b'Kamil Mikul\xc4\x8d\xc3\xadk & Nela Pociskov\xc3\xa1',b'Le\xc5\xa5 Tmou',,,,,18,8
1149,2009,Slovenia,b'Quartissimo feat. Martina',b'Love Symphony',,,,,16,14
1150,2009,Spain,b'Soraya',b'La Noche Es Para M\xc3\xad (The Night Is For Me)',23,23,,,,
1151,2009,Sweden,b'Malena Ernman',b'La Voix',21,33,4,105,,
1152,2009,Switzerland,b'Lovebugs',b'The Highest Heights',,,14,15,,
1153,2009,Turkey,b'Hadise',b'D\xc3\xbcm Tek Tek',4,177,2,172,,
1154,2009,Ukraine,b'Svetlana Loboda',b'Be my Valentine! (Anti-crisis Girl)',12,76,,,6,80
1155,2009,United Kingdom,b'Jade Ewen',"b""It's My Time""",5,173,,,,
1156,2010,Albania,b'Juliana Pasha',"b""It's All About You""",16,62,6,76,,
1157,2010,Armenia,b'Eva Rivas',b'Apricot Stone',7,141,,,6,83
1158,2010,Azerbaijan,b'Safura',b'Drip Drop',5,145,,,2,113
1159,2010,Belarus,b'3+2',b'Butterflies',24,18,9,59,,
1160,2010,Belgium,b'Tom Dice',b'Me And My Guitar',6,143,1,167,,
1161,2010,Bosnia & Herzegovina,b'Vuka\xc5\xa1in Braji\xc4\x87',b'Thunder And Lightning',17,51,8,59,,
1162,2010,Bulgaria,b'Miro',b'Angel Si Ti',,,,,15,19
1163,2010,Croatia,b'Feminnem',b'Lako Je Sve',,,,,13,33
1164,2010,Cyprus,b'Jon Lilygreen & The Islanders',b'Life Looks Better In Spring',21,27,,,10,67
1165,2010,Denmark,"b""Chan\xc3\xa9e & N'evergreen""",b'In A Moment Like This',4,149,,,5,101
1166,2010,Estonia,b'Malcolm Lincoln',b'Siren',,,14,39,,
1167,2010,Finland,b'Kuunkuiskaajat',b'Ty\xc3\xb6lki Ell\xc3\xa4\xc3\xa4',,,11,49,,
1168,2010,France,b'Jessy Matador',b'Alllez Olla Ol\xc3\xa9',12,82,,,,
1169,2010,Georgia,b'Sofia Nizharadze',b'Shine',9,136,,,3,106
1170,2010,Germany,b'Lena',b'Satellite',1,246,,,,
1171,2010,Greece,b'Giorgos Alkaios & Friends',b'OPA',8,140,2,133,,
1172,2010,Iceland,b'Hera Bj\xc3\xb6rk',b'Je Ne Sais Quoi',19,41,3,123,,
1173,2010,Ireland,b'Niamh Kavanagh',"b""It's For You""",23,25,,,9,67
1174,2010,Israel,b'Harel Skaat',b'Milim',14,71,,,8,71
1175,2010,Latvia,b'Aisha',b'What For?',,,17,11,,
1176,2010,Lithuania,b'InCulto',b'East European Funk',,,,,12,44
1177,2010,Malta,b'Thea Garrett',b'My Dream',,,12,45,,
1178,2010,Moldova,b'Sunstroke Project & Olia Tira',b'Run Away',22,27,10,52,,
1179,2010,Netherlands,b'Sieneke',b'Ik Ben Verliefd (Sha-la-lie)',,,,,14,29
1180,2010,North Macedonia,b'Gjoko Taneski',b'Jas Ja Imam Silata',,,15,37,,
1181,2010,Norway,b'Didrik Solli-Tangen',b'My Heart Is Yours',20,35,,,,
1182,2010,Poland,b'Marcin Mrozi\xc5\x84ski',b'Legenda',,,13,44,,
1183,2010,Portugal,b'Filipa Azevedo',b'H\xc3\xa1 Dias Assim',18,43,4,89,,
1184,2010,Romania,b'Paula Seling & Ovi',b'Playing With Fire',3,162,,,4,104
1185,2010,Russia,b'Peter Nalitch & Friends',b'Lost And Forgotten',11,90,7,74,,
1186,2010,Serbia,b'Milan Stankovi\xc4\x87',b'Ovo Je Balkan',13,72,5,79,,
1187,2010,Slovakia,b'Kristina Pelakova',b'Horehronie',,,16,24,,
1188,2010,Slovenia,b'Ansambel \xc5\xbdlindra & Kalamari',b'Narodnozabavni Rock',,,,,16,6
1189,2010,Spain,b'Daniel Diges',b'Algo Peque\xc3\xb1ito',15,68,,,,
1190,2010,Sweden,b'Anna Bergendahl',b'This Is My Life',,,,,11,62
1191,2010,Switzerland,b'Michael von der Heide',"b""Il Pleut de L'Or""",,,,,17,2
1192,2010,Turkey,b'maNga',b'We Could Be The Same',2,170,,,1,118
1193,2010,Ukraine,b'Alyosha',b'Sweet People',10,108,,,7,77
1194,2010,United Kingdom,b'Josh',b'That Sounds Good To Me',25,10,,,,
1195,2011,Albania,b'Aurela Ga\xc3\xa7e',b'Feel The Passion',,,14,47,,
1196,2011,Armenia,b'Emmy',b'Boom Boom',,,12,54,,
1197,2011,Austria,b'Nadine Beiler',b'The Secret Is Love',18,64,,,7,69
1198,2011,Azerbaijan,b'Ell & Nikki',b'Running Scared',1,221,2,122,,
1199,2011,Belarus,b'Anastasiya Vinnikova',b'I Love Belarus',,,,,14,45
1200,2011,Belgium,b'Witloof Bay',b'With Love Baby',,,,,11,53
1201,2011,Bosnia & Herzegovina,b'Dino Merlin',b'Love In Rewind',6,125,,,5,109
1202,2011,Bulgaria,b'Poli Genova',b'Na Inat',,,,,12,48
1203,2011,Croatia,b'Daria',b'Celebrate',,,15,41,,
1204,2011,Cyprus,b'Christos Mylordos',b'San Aggelos S\xe2\x80\x99Agapisa',,,,,18,16
1205,2011,Denmark,b'A Friend In London',b'New Tomorrow',5,134,,,2,135
1206,2011,Estonia,b'Getter Jaani',b'Rockefeller Street',24,44,,,9,60
1207,2011,Finland,b'Paradise Oskar',b'Da Da Dam',21,57,3,103,,
1208,2011,France,b'Amaury Vassili',b'Sognu',15,82,,,,
1209,2011,Georgia,b'Eldrine',b'One More Day',9,110,6,74,,
1210,2011,Germany,b'Lena',b'Taken By A Stranger',10,107,,,,
1211,2011,Greece,b'Loucas Yiorkas feat. Stereo Mike',b'Watch My Dance',7,120,1,133,,
1212,2011,Hungary,b'Kati Wolf',b'What About My Dreams?',22,53,7,72,,
1213,2011,Iceland,"b""Sjonni's Friends""",b'Coming Home',20,61,4,100,,
1214,2011,Ireland,b'Jedward',b'Lipstick',8,119,,,8,68
1215,2011,Israel,b'Dana International',b'Ding Dong',,,,,15,38
1216,2011,Italy,b'Raphael Gualazzi',b'Madness Of Love',2,189,,,,
1217,2011,Latvia,b'Musiqq',b'Angel In Disguise',,,,,17,25
1218,2011,Lithuania,b'Evelina Sa\xc5\xa1enko',"b""C'est Ma Vie""",19,63,5,81,,
1219,2011,Malta,b'Glen Vella',b'One Life',,,11,54,,
1220,2011,Moldova,b'Zdob \xc8\x99i Zdub',b'So Lucky',12,97,,,10,54
1221,2011,Netherlands,b'3JS',b'Never Alone',,,,,19,13
1222,2011,North Macedonia,b'Vlatko Ilievski',b'Rusinka',,,,,16,36
1223,2011,Norway,b'Stella Mwangi',b'Haba Haba',,,17,30,,
1224,2011,Poland,b'Magdalena Tul',b'Jestem',,,19,18,,
1225,2011,Portugal,b'Homens Da Luta',b'Luta \xc3\x89 Alegria',,,18,22,,
1226,2011,Romania,b'Hotel FM',b'Change',17,77,,,4,111
1227,2011,Russia,b'Alexej Vorobjov',b'Get You',16,77,9,64,,
1228,2011,San Marino,b'Senit',b'Stand By',,,16,34,,
1229,2011,Serbia,b'Nina',b'\xc4\x8caroban',14,85,8,67,,
1230,2011,Slovakia,b'TWiiNS',"b""I'm Still Alive""",,,,,13,48
1231,2011,Slovenia,b'Maja Keuc',b'No One',13,96,,,3,112
1232,2011,Spain,b'Luc\xc3\xada P\xc3\xa9rez',"b""Que Me Quiten Lo Bailao - They Can't Take The Fun Away From Me""",23,50,,,,
1233,2011,Sweden,b'Eric Saade',b'Popular',3,185,,,1,155
1234,2011,Switzerland,b'Anna Rossinelli',b'In Love For A While',25,19,10,55,,
1235,2011,Turkey,b'Y\xc3\xbcksek Sadakat',b'Live It Up',,,13,47,,
1236,2011,Ukraine,b'Mika Newton',b'Angel',4,159,,,6,81
1237,2011,United Kingdom,b'Blue',b'I Can',11,100,,,,
1238,2012,Albania,b'Rona Nishliu',b'Suus',5,146,2,146,,
1239,2012,Austria,b'Trackshittaz',b'Woki Mit Deim Popo',,,18,8,,
1240,2012,Azerbaijan,b'Sabina Babayeva',b'When The Music Dies',4,150,,,,
1241,2012,Belarus,b'Litesound',b'We Are The Heroes',,,,,16,35
1242,2012,Belgium,b'Iris',b'Would You?',,,17,16,,
1243,2012,Bosnia & Herzegovina,b'Maya Sar',b'Korake ti znam',18,55,,,6,77
1244,2012,Bulgaria,b'Sofi Marinova',b'Love Unlimited',,,,,11,45
1245,2012,Croatia,b'Nina Badri\xc4\x87',b'Nebo',,,,,12,42
1246,2012,Cyprus,b'Ivi Adamou',b'La La Love',16,65,7,91,,
1247,2012,Denmark,b'Soluna Samay',"b""Should've Known Better""",23,21,9,63,,
1248,2012,Estonia,b'Ott Lepland',b'Kuula',6,120,,,4,100
1249,2012,Finland,b'Pernilla',b'N\xc3\xa4r Jag Blundar',,,12,41,,
1250,2012,France,b'Anggun',b'Echo (You And I)',22,21,,,,
1251,2012,Georgia,b'Anri Jokhadze',"b""I'm A Joker""",,,,,14,36
1252,2012,Germany,b'Roman Lob',b'Standing Still',8,110,,,,
1253,2012,Greece,b'Eleftheria Eleftheriou',b'Aphrodisiac',17,64,4,116,,
1254,2012,Hungary,b'Compact Disco',b'Sound Of Our Hearts',24,19,10,52,,
1255,2012,Iceland,b'Greta Sal\xc3\xb3me & J\xc3\xb3nsi',b'Never Forget',20,46,8,75,,
1256,2012,Ireland,b'Jedward',b'Waterline',19,46,6,92,,
1257,2012,Israel,b'Izabo',b'Time',,,13,33,,
1258,2012,Italy,b'Nina Zilli',"b""L'Amore \xc3\x88 Femmina (Out Of Love)""",9,101,,,,
1259,2012,Latvia,b'Anmary',b'Beautiful Song',,,16,17,,
1260,2012,Lithuania,b'Donny Montell',b'Love Is Blind',14,70,,,3,104
1261,2012,Malta,b'Kurt Calleja',b'This Is The Night',21,41,,,7,70
1262,2012,Moldova,b'Pasha Parfeny',b'L\xc4\x83utar',11,81,5,100,,
1263,2012,Montenegro,b'Rambo Amadeus',b'Euro Neuro',,,15,20,,
1264,2012,Netherlands,b'Joan Franka',b'You And Me',,,,,15,35
1265,2012,North Macedonia,b'Kaliopi',b'Crno I Belo',13,71,,,9,53
1266,2012,Norway,b'Tooji',b'Stay',26,7,,,10,45
1267,2012,Portugal,b'Filipa Sousa',b'Vida Minha',,,,,13,39
1268,2012,Romania,b'Mandinga',b'Zaleilah',12,71,3,120,,
1269,2012,Russia,b'Buranovskiye Babushki',b'Party For Everybody',2,259,1,152,,
1270,2012,San Marino,b'Valentina Monetta',b'The Social Network Song (Oh Oh \xe2\x80\x93 Uh - Oh Oh)',,,14,31,,
1271,2012,Serbia,b'\xc5\xbdeljko Joksimovi\xc4\x87',b'Nije Ljubav Stvar',3,214,,,2,159
1272,2012,Slovakia,b'Max Jason Mai',"b""Don't Close Your Eyes""",,,,,18,22
